f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14
4180,4207.692383,4109.743652,4279.487305,4163.589844,4174.358887,4186.153809,4186.666504,4193.846191,4192.820313,4197.94873,4182.563965,4145.12793,4207.179199
4197.436035,4216.922852,4176.410156,4257.94873,4175.384277,4187.692383,4197.94873,4198.974121,4191.794922,4191.794922,4196.922852,4185.12793,4150.769043,4209.743652
4212.820313,4226.153809,4179.487305,4256.410156,4171.794922,4193.333008,4197.436035,4210.256348,4195.897461,4192.307617,4206.666504,4187.179199,4172.820313,4203.589844
4195.897461,4194.871582,4192.307617,4254.871582,4183.589844,4172.307617,4194.871582,4187.692383,4187.692383,4193.846191,4201.025391,4180,4171.281738,4193.333008
4169.743652,4167.692383,4190.256348,4254.358887,4194.358887,4166.666504,4200.512695,4172.307617,4182.05127,4192.820313,4185.641113,4182.563965,4154.358887,4194.871582
4181.538574,4192.820313,4175.384277,4270.256348,4187.179199,4175.897461,4192.820313,4188.717773,4191.281738,4188.717773,4189.743652,4172.820313,4152.307617,4202.05127
4220.512695,4220.512695,4282.05127,4287.179199,4209.230469,4169.230469,4192.307617,4212.820313,4189.230469,4191.794922,4207.179199,4194.871582,4152.307617,4206.153809
4205.12793,4212.820313,4230.769043,4292.307617,4195.897461,4168.205078,4180.512695,4208.717773,4179.487305,4194.358887,4200,4203.07666,4147.692383,4207.692383
4191.794922,4195.384277,4165.12793,4291.281738,4172.820313,4183.589844,4186.153809,4196.922852,4183.07666,4192.820313,4181.025391,4186.153809,4151.281738,4196.410156
4213.846191,4194.358887,4192.820313,4287.692383,4170.769043,4177.94873,4196.922852,4209.230469,4189.230469,4193.333008,4185.12793,4184.615234,4156.922852,4179.487305
4198.461426,4203.07666,4149.743652,4289.230469,4173.846191,4161.025391,4179.487305,4211.281738,4191.281738,4193.333008,4190.256348,4176.410156,4152.820313,4188.717773
4184.615234,4201.538574,4167.179199,4296.922852,4200,4170.769043,4190.769043,4187.692383,4190.769043,4192.820313,4182.05127,4183.07666,4156.922852,4208.717773
4191.281738,4193.333008,4160,4298.461426,4185.641113,4173.333008,4192.820313,4170.256348,4182.05127,4191.281738,4179.487305,4165.12793,4163.07666,4194.871582
4200,4197.436035,4194.358887,4308.205078,4183.07666,4156.922852,4188.717773,4178.974121,4170.769043,4191.794922,4185.12793,4154.358887,4157.436035,4178.461426
4197.436035,4208.205078,4246.153809,4320,4213.333008,4163.07666,4203.07666,4200,4173.333008,4192.307617,4186.153809,4185.641113,4157.436035,4193.333008
4188.205078,4202.05127,4196.410156,4306.153809,4206.153809,4171.794922,4193.333008,4192.820313,4175.384277,4190.769043,4185.12793,4184.615234,4150.256348,4210.769043
4208.205078,4184.615234,4237.94873,4282.05127,4201.538574,4160,4186.153809,4170.256348,4164.102539,4191.794922,4191.281738,4188.205078,4128.205078,4205.641113
4212.307617,4187.692383,4201.025391,4270.769043,4176.410156,4159.487305,4176.922852,4168.717773,4163.589844,4192.307617,4194.871582,4193.333008,4120.512695,4198.974121
4184.615234,4196.410156,4158.461426,4265.641113,4171.281738,4171.794922,4180.512695,4181.025391,4158.974121,4191.281738,4185.641113,4187.179199,4125.641113,4202.563965
4178.974121,4189.230469,4205.12793,4261.538574,4188.717773,4165.641113,4191.794922,4175.897461,4157.436035,4192.307617,4180,4193.846191,4131.281738,4203.07666
4190.769043,4194.871582,4151.794922,4253.846191,4171.794922,4159.487305,4176.922852,4180.512695,4181.025391,4191.794922,4191.794922,4187.179199,4146.666504,4196.922852
4196.410156,4206.153809,4175.897461,4244.102539,4189.743652,4175.897461,4192.820313,4207.692383,4185.12793,4192.820313,4200.512695,4202.05127,4151.794922,4199.487305
4183.07666,4205.641113,4200,4255.384277,4195.897461,4188.205078,4204.102539,4210.256348,4169.743652,4192.307617,4198.461426,4207.179199,4158.461426,4214.871582
4186.153809,4191.794922,4205.641113,4262.563965,4188.205078,4176.410156,4192.820313,4190.256348,4169.230469,4191.281738,4196.922852,4180,4173.333008,4213.333008
4190.769043,4186.153809,4219.487305,4241.025391,4205.12793,4170.769043,4204.615234,4191.281738,4162.05127,4192.307617,4192.820313,4184.102539,4165.641113,4189.743652
4164.615234,4187.692383,4153.846191,4210.256348,4195.384277,4176.410156,4195.384277,4191.281738,4150.769043,4192.307617,4189.230469,4183.07666,4153.333008,4187.179199
4163.07666,4169.743652,4228.717773,4197.94873,4205.12793,4168.717773,4185.641113,4173.846191,4151.794922,4194.871582,4187.179199,4183.589844,4146.153809,4203.07666
4175.384277,4170.769043,4243.07666,4212.307617,4209.743652,4162.05127,4186.153809,4169.743652,4156.410156,4195.897461,4185.641113,4187.692383,4132.820313,4201.025391
4173.333008,4197.436035,4162.05127,4213.846191,4194.871582,4161.538574,4183.07666,4181.538574,4160,4192.820313,4191.281738,4184.615234,4133.333008,4195.897461
4189.743652,4207.692383,4214.358887,4202.05127,4195.897461,4158.974121,4190.769043,4191.794922,4167.179199,4190.769043,4204.615234,4203.589844,4167.692383,4213.846191
4196.922852,4205.641113,4186.666504,4217.436035,4174.358887,4168.717773,4187.179199,4197.436035,4173.333008,4189.743652,4206.666504,4195.384277,4184.615234,4221.025391
4189.230469,4201.538574,4154.358887,4243.07666,4176.410156,4185.641113,4198.974121,4202.05127,4168.717773,4191.794922,4202.563965,4189.743652,4152.307617,4213.333008
4177.94873,4189.743652,4153.846191,4235.384277,4186.153809,4185.641113,4202.563965,4198.461426,4167.692383,4190.769043,4202.563965,4187.692383,4144.102539,4202.05127
4166.666504,4187.179199,4172.307617,4210.256348,4192.307617,4175.897461,4189.743652,4195.897461,4173.846191,4190.256348,4202.05127,4166.666504,4170.769043,4187.692383
4166.666504,4198.974121,4230.769043,4218.461426,4202.05127,4180,4197.436035,4204.102539,4175.384277,4193.333008,4196.922852,4183.07666,4186.666504,4197.436035
4168.717773,4190.256348,4185.641113,4240,4175.897461,4185.12793,4188.717773,4200.512695,4184.102539,4193.846191,4188.717773,4178.461426,4184.615234,4211.794922
4186.666504,4174.358887,4211.794922,4238.974121,4194.358887,4187.692383,4195.384277,4193.846191,4183.589844,4192.820313,4187.179199,4170.256348,4168.205078,4200
4186.666504,4191.281738,4207.692383,4239.487305,4216.922852,4190.769043,4198.974121,4191.794922,4169.230469,4193.333008,4201.025391,4190.769043,4162.05127,4197.94873
4166.153809,4204.102539,4134.871582,4233.333008,4192.820313,4184.102539,4179.487305,4186.666504,4170.256348,4195.384277,4202.563965,4183.07666,4166.666504,4213.333008
4181.538574,4187.179199,4206.666504,4213.846191,4194.871582,4173.333008,4187.179199,4185.641113,4178.974121,4195.897461,4188.205078,4171.281738,4172.820313,4206.666504
4186.153809,4196.410156,4182.05127,4237.436035,4175.384277,4170.769043,4182.563965,4195.384277,4178.461426,4193.846191,4188.717773,4166.153809,4187.692383,4191.794922
4180,4220,4154.358887,4275.897461,4164.615234,4181.025391,4188.205078,4203.07666,4174.871582,4191.281738,4200,4192.307617,4185.641113,4202.05127
4196.922852,4214.871582,4162.563965,4263.07666,4180,4193.333008,4205.12793,4206.666504,4188.717773,4191.794922,4210.769043,4213.846191,4176.922852,4212.820313
4203.589844,4207.692383,4133.333008,4250.769043,4185.12793,4183.07666,4193.846191,4208.717773,4198.461426,4194.358887,4217.436035,4180.512695,4201.025391,4208.717773
4191.794922,4213.333008,4235.897461,4279.487305,4200.512695,4174.871582,4203.07666,4214.358887,4191.281738,4196.922852,4210.256348,4183.07666,4223.589844,4210.769043
4180.512695,4211.794922,4255.384277,4288.205078,4188.717773,4181.025391,4203.589844,4215.897461,4194.871582,4193.846191,4199.487305,4190.256348,4205.12793,4210.769043
4196.410156,4204.615234,4219.487305,4269.743652,4191.281738,4176.922852,4193.846191,4198.974121,4197.94873,4191.281738,4201.025391,4174.358887,4169.230469,4206.153809
4197.436035,4205.12793,4204.102539,4262.563965,4196.922852,4168.717773,4191.281738,4186.153809,4188.717773,4194.358887,4205.12793,4187.179199,4156.922852,4207.692383
4169.743652,4201.538574,4137.436035,4256.922852,4173.846191,4177.94873,4180,4186.666504,4181.025391,4194.358887,4195.384277,4187.692383,4169.743652,4210.769043
4179.487305,4192.307617,4159.487305,4256.410156,4189.743652,4183.07666,4190.769043,4184.615234,4177.436035,4192.820313,4181.025391,4184.102539,4178.461426,4205.641113
4187.692383,4196.410156,4123.07666,4260.512695,4184.615234,4175.897461,4187.692383,4184.102539,4183.07666,4192.307617,4182.05127,4174.358887,4169.230469,4195.897461
4177.94873,4194.871582,4148.205078,4257.436035,4174.358887,4173.846191,4189.743652,4191.281738,4189.743652,4192.820313,4196.410156,4175.384277,4169.230469,4192.307617
4187.692383,4184.615234,4244.615234,4267.692383,4193.333008,4179.487305,4210.256348,4203.07666,4191.281738,4192.307617,4193.846191,4197.94873,4198.461426,4192.820313
4196.922852,4190.769043,4180.512695,4269.743652,4185.12793,4181.538574,4201.538574,4207.692383,4194.358887,4191.281738,4187.179199,4186.666504,4184.615234,4200
4204.102539,4213.846191,4195.384277,4255.897461,4198.461426,4182.563965,4202.05127,4205.641113,4195.897461,4193.846191,4206.153809,4192.307617,4135.384277,4213.846191
4201.538574,4236.410156,4236.922852,4268.205078,4202.563965,4180.512695,4199.487305,4205.12793,4202.563965,4194.358887,4211.281738,4199.487305,4166.153809,4215.897461
4194.358887,4220,4241.025391,4281.025391,4188.205078,4177.436035,4193.333008,4211.281738,4204.102539,4192.820313,4182.563965,4186.153809,4221.025391,4206.153809
4199.487305,4200.512695,4232.820313,4265.12793,4182.05127,4178.974121,4198.461426,4208.717773,4190.256348,4193.333008,4177.436035,4192.820313,4195.897461,4197.94873
4190.256348,4229.743652,4146.153809,4271.794922,4171.794922,4169.230469,4186.666504,4197.436035,4178.974121,4193.333008,4197.436035,4186.153809,4167.692383,4194.871582
4185.12793,4201.538574,4185.641113,4298.461426,4195.897461,4167.692383,4190.769043,4200,4171.794922,4195.384277,4195.384277,4196.922852,4180,4202.05127
4170.256348,4158.461426,4174.358887,4281.025391,4185.12793,4186.666504,4190.256348,4201.025391,4176.922852,4195.897461,4176.922852,4197.436035,4176.922852,4207.692383
4159.487305,4233.333008,4141.025391,4257.436035,4168.717773,4186.666504,4186.153809,4188.717773,4187.179199,4193.333008,4174.358887,4167.692383,4182.05127,4198.461426
4172.307617,4308.205078,4216.410156,4273.846191,4197.436035,4175.384277,4201.538574,4186.153809,4177.436035,4192.820313,4171.281738,4175.897461,4218.461426,4185.12793
4170.769043,4258.974121,4190.256348,4292.820313,4192.820313,4177.436035,4188.205078,4184.615234,4164.102539,4192.307617,4163.589844,4180,4190.769043,4188.717773
4186.153809,4231.794922,4224.615234,4307.692383,4201.538574,4181.025391,4192.307617,4187.179199,4171.794922,4193.333008,4190.769043,4187.692383,4146.153809,4209.743652
4200,4268.717773,4242.563965,4321.538574,4209.743652,4172.820313,4206.153809,4206.666504,4187.692383,4194.358887,4208.205078,4197.436035,4197.436035,4220.512695
4198.461426,4280.512695,4216.922852,4298.974121,4200,4169.230469,4191.794922,4210.769043,4191.281738,4193.333008,4173.846191,4187.692383,4248.205078,4213.846191
4220.512695,4282.05127,4240.512695,4283.07666,4205.641113,4175.384277,4188.717773,4195.897461,4187.179199,4192.307617,4163.07666,4193.846191,4210.769043,4209.743652
4209.230469,4295.384277,4131.794922,4300.512695,4189.230469,4166.666504,4180.512695,4190.256348,4185.12793,4192.307617,4197.94873,4172.820313,4175.384277,4212.307617
4178.461426,4310.769043,4130.256348,4312.307617,4183.07666,4162.05127,4187.692383,4197.436035,4181.538574,4195.384277,4205.12793,4156.922852,4176.922852,4211.794922
4180,4310.256348,4194.358887,4342.563965,4168.717773,4180.512695,4192.820313,4194.358887,4182.563965,4194.871582,4169.743652,4162.563965,4189.743652,4208.205078
4201.025391,4291.794922,4176.410156,4411.281738,4160,4184.102539,4184.615234,4176.922852,4184.102539,4190.256348,4138.461426,4150.256348,4227.179199,4202.563965
4194.871582,4312.307617,4209.743652,4436.922852,4187.179199,4167.692383,4195.897461,4173.846191,4166.666504,4190.769043,4122.05127,4154.871582,4244.615234,4185.641113
4148.717773,4346.153809,4169.230469,4401.025391,4185.641113,4171.794922,4189.743652,4184.102539,4160,4192.820313,4118.974121,4151.794922,4194.871582,4172.820313
4140,4324.102539,4189.230469,4409.230469,4197.94873,4192.820313,4199.487305,4191.281738,4185.12793,4192.307617,4120.512695,4156.922852,4170.769043,4186.153809
4173.846191,4296.922852,4240,4473.846191,4209.230469,4190.256348,4210.256348,4185.641113,4206.666504,4191.281738,4124.615234,4173.333008,4214.871582,4202.05127
4183.589844,4312.820313,4206.666504,4509.230469,4194.358887,4179.487305,4192.820313,4183.07666,4191.794922,4193.333008,4118.974121,4164.615234,4236.410156,4197.94873
4171.794922,4311.794922,4227.179199,4503.07666,4196.410156,4189.230469,4199.487305,4200,4182.05127,4195.897461,4104.615234,4178.974121,4203.07666,4196.922852
4159.487305,4311.794922,4157.94873,4509.230469,4172.307617,4190.769043,4193.333008,4209.230469,4208.205078,4192.307617,4110.769043,4175.384277,4197.94873,4208.205078
4162.05127,4309.743652,4135.897461,4534.358887,4178.461426,4179.487305,4187.179199,4203.07666,4207.179199,4190.769043,4108.717773,4158.974121,4234.358887,4207.692383
4153.846191,4290.256348,4173.846191,4548.205078,4200.512695,4189.230469,4198.461426,4207.692383,4177.436035,4192.820313,4088.717773,4166.666504,4263.07666,4189.230469
4135.384277,4277.436035,4145.12793,4547.179199,4180.512695,4205.12793,4192.307617,4205.12793,4185.641113,4191.794922,4095.897217,4155.897461,4256.410156,4184.102539
4144.615234,4271.281738,4215.897461,4547.179199,4192.307617,4186.666504,4193.846191,4190.256348,4204.102539,4191.794922,4109.743652,4160,4247.692383,4196.410156
4137.436035,4269.743652,4215.384277,4557.435547,4200.512695,4166.153809,4190.769043,4187.692383,4190.256348,4193.333008,4095.384521,4158.974121,4266.153809,4195.897461
4113.846191,4273.846191,4193.333008,4544.615234,4202.05127,4177.94873,4197.94873,4186.153809,4171.794922,4194.358887,4087.179443,4154.871582,4265.641113,4187.692383
4111.794922,4262.05127,4217.94873,4515.897461,4212.307617,4190.256348,4204.102539,4167.692383,4176.922852,4196.410156,4092.820313,4172.820313,4237.94873,4192.307617
4115.897461,4236.922852,4193.846191,4526.153809,4207.692383,4182.05127,4186.153809,4158.461426,4187.179199,4194.871582,4088.205078,4162.05127,4246.153809,4196.410156
4134.358887,4239.487305,4238.461426,4555.897461,4210.256348,4183.07666,4193.333008,4174.358887,4179.487305,4193.333008,4096.410156,4164.615234,4279.487305,4191.281738
4139.487305,4263.589844,4197.94873,4557.435547,4185.641113,4196.410156,4191.794922,4183.07666,4180,4190.769043,4113.333008,4174.358887,4276.922852,4187.692383
4132.307617,4253.333008,4198.461426,4532.820313,4182.563965,4196.410156,4191.794922,4176.922852,4191.794922,4190.769043,4109.743652,4183.589844,4245.12793,4188.717773
4134.358887,4240,4226.153809,4526.666504,4194.358887,4196.410156,4206.666504,4173.333008,4194.871582,4192.820313,4101.538574,4191.281738,4249.743652,4183.589844
4123.589844,4262.563965,4070.769043,4540.512695,4163.589844,4202.05127,4184.615234,4176.922852,4200.512695,4191.281738,4105.12793,4151.794922,4290.769043,4182.563965
4130.256348,4258.974121,4078.461426,4522.563965,4174.358887,4186.666504,4175.384277,4177.436035,4208.717773,4191.281738,4108.717773,4141.538574,4296.922852,4189.743652
4137.94873,4224.615234,4155.897461,4477.435547,4189.230469,4173.333008,4179.487305,4170.256348,4211.794922,4193.333008,4101.538574,4148.205078,4270.256348,4187.179199
4135.897461,4212.820313,4175.384277,4455.897461,4184.615234,4186.153809,4183.07666,4165.641113,4204.615234,4191.794922,4092.307617,4134.871582,4256.410156,4177.436035
4146.153809,4215.897461,4204.615234,4449.743652,4189.743652,4203.589844,4191.794922,4169.230469,4201.025391,4191.281738,4097.436035,4160.512695,4254.871582,4190.256348
4151.281738,4204.615234,4147.692383,4417.94873,4179.487305,4201.025391,4178.461426,4167.179199,4208.205078,4192.820313,4111.794922,4165.12793,4269.230469,4208.205078
4160,4187.692383,4177.94873,4382.05127,4195.384277,4195.384277,4189.230469,4166.153809,4204.615234,4194.871582,4111.281738,4156.410156,4294.358887,4199.487305
4154.358887,4193.333008,4184.102539,4375.384277,4193.333008,4192.307617,4194.871582,4186.153809,4198.974121,4191.794922,4111.794922,4172.307617,4306.153809,4189.743652
4147.179199,4205.12793,4160,4361.025391,4175.897461,4195.897461,4173.333008,4193.333008,4205.12793,4189.230469,4126.666504,4181.025391,4299.487305,4205.12793
4161.538574,4199.487305,4227.692383,4345.641113,4194.871582,4214.871582,4188.717773,4194.871582,4203.07666,4193.333008,4130.769043,4187.179199,4308.205078,4207.692383
4156.922852,4197.436035,4184.615234,4346.666504,4184.102539,4220.512695,4196.410156,4206.666504,4191.281738,4192.307617,4124.615234,4169.230469,4311.281738,4188.205078
4160.512695,4205.12793,4166.153809,4335.384277,4183.07666,4198.974121,4192.307617,4195.384277,4187.692383,4190.256348,4129.743652,4164.102539,4298.974121,4195.384277
4173.846191,4206.153809,4177.94873,4327.179199,4190.769043,4192.820313,4190.769043,4180,4205.641113,4192.307617,4141.538574,4173.333008,4315.897461,4214.358887
4177.436035,4198.974121,4198.974121,4328.205078,4186.666504,4211.281738,4197.94873,4194.358887,4225.641113,4193.846191,4152.820313,4176.410156,4321.025391,4209.230469
4182.563965,4184.615234,4261.538574,4296.922852,4200.512695,4208.205078,4212.307617,4202.05127,4217.436035,4193.333008,4157.94873,4196.922852,4295.384277,4207.179199
4166.153809,4168.205078,4171.281738,4263.07666,4184.102539,4188.205078,4185.12793,4184.102539,4202.05127,4190.769043,4146.666504,4177.436035,4301.025391,4214.358887
4152.820313,4156.410156,4164.102539,4264.615234,4187.179199,4197.436035,4182.05127,4186.666504,4195.384277,4192.307617,4136.410156,4162.563965,4308.205078,4212.307617
4149.743652,4160.512695,4212.307617,4266.153809,4194.358887,4215.897461,4196.922852,4195.897461,4193.846191,4193.846191,4140.512695,4176.410156,4289.743652,4209.743652
4139.487305,4164.102539,4161.538574,4239.487305,4174.358887,4216.922852,4182.563965,4179.487305,4189.743652,4192.820313,4136.922852,4170.769043,4291.794922,4215.384277
4148.717773,4147.692383,4192.307617,4219.487305,4187.179199,4217.94873,4190.256348,4172.307617,4188.205078,4192.820313,4136.922852,4187.179199,4294.358887,4220
4154.871582,4134.871582,4178.974121,4215.384277,4187.179199,4222.563965,4193.333008,4182.05127,4195.384277,4191.794922,4153.846191,4185.12793,4263.07666,4213.333008
4151.281738,4131.281738,4200.512695,4211.281738,4197.436035,4213.333008,4192.820313,4188.717773,4188.205078,4191.281738,4151.281738,4167.692383,4249.230469,4194.358887
4153.846191,4136.410156,4231.281738,4222.563965,4212.820313,4206.666504,4201.538574,4192.820313,4188.717773,4191.281738,4141.538574,4178.461426,4272.820313,4189.230469
4168.205078,4150.256348,4183.07666,4234.871582,4201.538574,4215.384277,4199.487305,4206.153809,4204.102539,4191.281738,4151.794922,4189.743652,4281.025391,4208.717773
4184.102539,4140,4219.487305,4214.358887,4203.589844,4212.820313,4195.384277,4214.871582,4201.538574,4193.846191,4151.281738,4203.07666,4257.436035,4209.230469
4163.589844,4115.897461,4174.871582,4201.025391,4180.512695,4185.641113,4175.897461,4200.512695,4192.307617,4194.358887,4133.333008,4180,4261.538574,4190.769043
4164.102539,4105.12793,4163.589844,4228.205078,4181.025391,4175.384277,4186.153809,4194.358887,4192.820313,4193.846191,4138.461426,4167.692383,4275.897461,4197.94873
4189.743652,4100.512695,4187.692383,4229.230469,4188.717773,4200,4201.538574,4200.512695,4191.794922,4193.333008,4148.717773,4188.205078,4248.205078,4208.717773
4180,4090.769043,4133.333008,4192.820313,4168.717773,4204.615234,4178.461426,4175.897461,4182.05127,4192.307617,4140,4165.12793,4228.717773,4196.922852
4173.846191,4091.281982,4215.384277,4186.666504,4195.384277,4182.563965,4186.666504,4152.820313,4178.461426,4193.846191,4140,4168.717773,4251.281738,4197.94873
4180,4104.102539,4225.12793,4197.94873,4196.410156,4190.769043,4190.769043,4164.102539,4183.07666,4192.820313,4150.769043,4184.102539,4249.230469,4204.102539
4188.717773,4112.307617,4196.922852,4201.025391,4185.641113,4210.769043,4185.12793,4167.692383,4181.538574,4190.769043,4151.794922,4169.230469,4209.230469,4192.820313
4204.615234,4114.358887,4238.461426,4212.307617,4205.12793,4201.025391,4193.333008,4164.615234,4180.512695,4191.281738,4145.641113,4168.205078,4212.307617,4185.641113
4202.563965,4115.384277,4209.230469,4215.897461,4203.07666,4190.769043,4184.102539,4186.666504,4191.281738,4192.307617,4142.05127,4168.717773,4240.512695,4191.794922
4199.487305,4108.717773,4229.743652,4197.436035,4206.153809,4193.333008,4188.717773,4202.563965,4190.256348,4194.358887,4139.487305,4182.05127,4235.384277,4192.820313
4195.384277,4113.333008,4174.358887,4196.410156,4183.589844,4181.538574,4184.615234,4192.307617,4178.974121,4193.846191,4136.922852,4167.692383,4237.436035,4182.563965
4205.641113,4115.384277,4158.974121,4210.769043,4173.333008,4175.897461,4180.512695,4195.384277,4178.461426,4192.307617,4137.94873,4151.281738,4250.256348,4178.461426
4221.025391,4099.487305,4208.717773,4206.666504,4183.589844,4193.333008,4189.743652,4204.615234,4173.333008,4191.794922,4139.487305,4177.94873,4243.589844,4192.820313
4200,4093.333252,4125.12793,4194.358887,4166.666504,4192.307617,4172.820313,4170.769043,4157.436035,4190.256348,4141.025391,4158.461426,4240.512695,4201.538574
4190.769043,4092.820313,4176.922852,4181.538574,4193.333008,4173.333008,4179.487305,4141.025391,4147.692383,4191.281738,4141.025391,4143.07666,4244.615234,4187.692383
4197.94873,4084.615234,4224.102539,4169.743652,4206.153809,4172.307617,4187.179199,4157.94873,4158.974121,4191.794922,4140,4162.563965,4227.692383,4174.358887
4206.666504,4095.384521,4185.12793,4167.692383,4191.794922,4182.05127,4180.512695,4173.333008,4182.05127,4191.281738,4143.07666,4169.230469,4200.512695,4185.12793
4224.102539,4110.769043,4220.512695,4177.94873,4202.563965,4187.692383,4187.692383,4173.333008,4192.307617,4192.820313,4156.922852,4178.461426,4198.461426,4201.025391
4216.922852,4099.487305,4209.743652,4177.436035,4187.692383,4186.153809,4169.743652,4188.717773,4182.563965,4192.307617,4160,4170.256348,4215.897461,4191.281738
4207.692383,4093.845947,4232.820313,4158.974121,4190.769043,4175.384277,4170.769043,4205.12793,4168.205078,4191.794922,4142.563965,4172.307617,4218.974121,4173.333008
4208.717773,4112.820313,4178.461426,4163.589844,4193.846191,4169.230469,4180,4198.461426,4167.179199,4192.307617,4135.384277,4176.922852,4207.692383,4178.461426
4220,4111.281738,4120.512695,4181.538574,4182.563965,4183.589844,4171.281738,4193.846191,4170.256348,4191.794922,4149.230469,4170.256348,4197.94873,4202.05127
4228.717773,4093.333252,4188.205078,4192.820313,4194.871582,4197.94873,4186.153809,4194.871582,4172.307617,4192.307617,4158.461426,4183.07666,4210.256348,4208.205078
4210.256348,4088.205078,4148.205078,4200.512695,4187.692383,4185.12793,4189.743652,4183.07666,4185.641113,4192.820313,4155.384277,4167.692383,4224.615234,4200
4224.615234,4091.794678,4177.436035,4201.025391,4195.897461,4177.94873,4191.794922,4185.12793,4191.794922,4194.871582,4152.307617,4164.615234,4215.384277,4205.12793
4243.589844,4102.05127,4206.666504,4197.436035,4193.333008,4200,4187.179199,4192.307617,4187.692383,4195.384277,4155.384277,4176.922852,4215.384277,4208.717773
4227.692383,4097.436035,4189.230469,4196.922852,4194.358887,4202.563965,4179.487305,4179.487305,4189.743652,4194.871582,4162.563965,4162.05127,4220,4198.461426
4219.487305,4086.666504,4268.717773,4198.974121,4224.102539,4176.410156,4194.358887,4182.05127,4178.974121,4195.384277,4156.410156,4180,4204.102539,4187.179199
4203.07666,4103.589844,4190.256348,4183.07666,4185.12793,4175.384277,4171.281738,4186.666504,4165.641113,4191.794922,4141.538574,4178.461426,4186.666504,4183.589844
4204.102539,4101.025391,4136.410156,4157.94873,4165.12793,4186.666504,4161.025391,4169.230469,4173.846191,4190.769043,4152.820313,4162.05127,4178.974121,4182.05127
4223.589844,4080,4161.538574,4166.666504,4182.05127,4174.358887,4180,4176.410156,4185.12793,4193.333008,4173.333008,4166.153809,4178.974121,4168.717773
4218.974121,4104.615234,4143.07666,4188.205078,4178.974121,4166.666504,4179.487305,4198.974121,4174.871582,4193.333008,4162.05127,4157.436035,4172.820313,4161.538574
4214.871582,4126.666504,4204.615234,4176.922852,4191.281738,4172.820313,4187.179199,4177.94873,4162.563965,4192.820313,4143.589844,4168.717773,4152.307617,4170.769043
4212.307617,4100.512695,4174.358887,4162.05127,4181.538574,4167.692383,4176.922852,4148.205078,4176.410156,4193.846191,4146.666504,4160.512695,4138.461426,4164.615234
4220,4077.94873,4176.922852,4171.281738,4187.179199,4167.692383,4176.922852,4163.07666,4181.538574,4193.846191,4150.769043,4149.230469,4148.717773,4152.820313
4228.717773,4095.384521,4223.07666,4184.615234,4204.102539,4182.05127,4193.333008,4180,4176.410156,4193.846191,4154.871582,4170.769043,4172.307617,4175.384277
4226.153809,4117.94873,4183.07666,4188.717773,4200.512695,4186.153809,4183.589844,4172.307617,4183.589844,4193.333008,4162.563965,4175.384277,4185.12793,4204.102539
4234.871582,4114.871582,4206.666504,4184.615234,4207.179199,4183.589844,4183.07666,4172.820313,4186.153809,4194.871582,4161.025391,4186.666504,4179.487305,4200.512695
4224.615234,4098.974121,4173.333008,4173.846191,4181.025391,4176.410156,4169.743652,4168.717773,4180.512695,4193.846191,4156.922852,4176.410156,4165.641113,4182.05127
4214.871582,4095.897217,4173.846191,4179.487305,4172.307617,4160,4165.12793,4156.410156,4168.717773,4192.307617,4155.897461,4156.922852,4160.512695,4181.025391
4226.153809,4118.974121,4183.589844,4204.615234,4184.615234,4170.256348,4185.12793,4171.281738,4164.615234,4192.307617,4162.05127,4172.307617,4160,4198.974121
4232.307617,4145.12793,4119.487305,4214.871582,4172.307617,4188.717773,4181.025391,4174.871582,4172.307617,4190.769043,4168.717773,4173.333008,4138.461426,4202.563965
4246.153809,4143.589844,4213.333008,4203.07666,4187.692383,4174.358887,4181.025391,4146.666504,4173.333008,4189.743652,4160,4178.461426,4121.538574,4178.974121
4247.692383,4127.692383,4246.153809,4194.358887,4188.717773,4156.410156,4174.358887,4141.025391,4173.333008,4190.769043,4149.743652,4169.230469,4127.692383,4157.94873
4240.512695,4121.025391,4217.94873,4188.205078,4193.333008,4164.102539,4182.563965,4168.205078,4178.461426,4193.333008,4161.538574,4152.820313,4117.436035,4163.07666
4239.487305,4130.256348,4214.871582,4193.333008,4206.666504,4181.025391,4200.512695,4188.717773,4182.563965,4197.436035,4168.717773,4168.717773,4117.94873,4176.410156
4224.102539,4136.922852,4132.307617,4205.641113,4183.589844,4182.05127,4178.461426,4180,4183.589844,4195.897461,4153.846191,4162.563965,4144.615234,4177.436035
4228.205078,4124.102539,4167.179199,4204.615234,4188.205078,4165.12793,4169.230469,4159.487305,4176.410156,4194.871582,4149.743652,4162.563965,4144.102539,4170.769043
4238.461426,4128.205078,4171.281738,4199.487305,4183.07666,4155.384277,4165.12793,4153.846191,4167.179199,4192.820313,4157.94873,4158.974121,4136.410156,4176.410156
4229.230469,4147.179199,4150.769043,4201.538574,4173.333008,4171.794922,4169.743652,4164.102539,4165.12793,4190.256348,4157.436035,4152.307617,4144.615234,4188.205078
4222.563965,4133.846191,4196.922852,4190.256348,4188.717773,4193.333008,4187.692383,4160,4169.743652,4189.743652,4154.358887,4176.410156,4117.94873,4183.07666
4222.05127,4118.974121,4165.12793,4168.205078,4183.07666,4188.717773,4172.820313,4148.205078,4168.717773,4188.205078,4154.358887,4162.05127,4090.256348,4165.641113
